Date,daily_btc_close_last,log_price_scaled,log_return,phase_x,fgi_Index,MKT_RF_scaled,Fundamental_Index,Time,Noisy Volume,close,phase_y,beta_0_3,beta_2,beta_5
2018-03-02,11024.0,0.3485637102913785,0.0105782492879615,Bear,-0.06,0.234438712920983,0.28,29.0,0.7062054911584572,9.30782999325344,Bear,0.1,1.0,0.0
2018-03-03,11436.0,0.3591184744534699,0.0366915601887622,Bear,0.12,0.2811797958937267,0.28,30.0,0.7103561861943696,9.344521553442204,Bear,0.1,1.0,0.0
2018-03-04,11495.0,0.3605987491858871,0.0051458837550786,Bear,-0.12,0.334257564706921,0.28,31.0,0.5826952207896554,9.34966743719728,Bear,0.1,1.0,0.0
2018-03-05,11356.0,0.3570990775562537,-0.0121659196044188,Bear,0.1,0.2279029105398979,0.12,32.0,0.6303699089719828,9.337501517592862,Bear,0.1,1.0,0.0
2018-03-06,10710.0,0.34025119313144,-0.0585683541510686,Bear,0.18,0.0776114110279615,0.24,33.0,0.6837464315282392,9.278933163441794,Bear,0.1,1.0,0.0
2018-03-07,9876.4,0.3169420030394216,-0.0810298115692944,Bear,-0.26,0.0051319085153718,0.03,34.0,0.5657223009686707,9.1979033518725,Bear,0.1,1.0,0.0
2018-03-08,9296.3,0.2995293671802237,-0.0605316013566117,Bear,-0.22,0.0766748039570819,-0.03,35.0,0.5470567586229262,9.137371750515888,Bear,0.1,1.0,0.0
2018-03-09,9211.0,0.296877685477448,-0.0092180495276519,Bear,-0.26,0.3264674032120298,0.16,36.0,0.6308961831863904,9.128153700988236,Bear,0.1,1.0,0.0
2018-03-10,8756.7,0.2823279474984139,-0.0505793003604804,Bear,-0.22,0.0911140653312028,0.16,37.0,0.5578961397954834,9.077574400627755,Bear,0.1,1.0,0.0
2018-03-11,9510.1,0.3060702006627749,0.082535270103504,Bear,-0.2,0.5082040312291349,0.16,38.0,0.4434077162510109,9.16010967073126,Bear,0.1,1.0,0.0
2018-03-12,9115.8,0.2938890939244123,-0.0423452200534839,Bear,-0.18,0.1471232508633388,0.06,39.0,0.4288132319398087,9.117764450677775,Bear,0.1,1.0,0.0
2018-03-13,9135.0,0.2944943397925734,0.0021040181343323,Bear,-0.18,0.2900689412589401,0.18,40.0,0.6887576620739435,9.119868468812108,Bear,0.1,1.0,0.0
2018-03-14,8176.0,0.2625897127440351,-0.1109101563686216,Bear,-0.2,-0.1037116913269531,0.03,41.0,0.5901511246386639,9.008958312443486,Bear,0.1,1.0,0.0
2018-03-15,8248.1,0.2651153374908372,0.0087798373311223,Bear,-0.36,0.2490497743041466,0.01,42.0,0.464997976831594,9.017738149774608,Bear,0.1,1.0,0.0
2018-03-16,8250.0,0.2651815945295341,0.0002303295541175,Bear,-0.34,0.2523908188284469,0.03,43.0,0.575034739425952,9.017968479328726,Bear,0.1,1.0,0.0
2018-03-17,7832.0,0.2502245287986278,-0.0519952951183793,Bear,-0.38,0.0346019100928496,0.03,44.0,0.5177964807535842,8.965973184210347,Bear,0.1,1.0,0.0
2018-03-18,8200.2,0.2634399006030548,0.0459406389884637,Bear,-0.42,0.3580908526717372,0.03,45.0,0.6525365710233534,9.01191382319881,Bear,0.1,1.0,0.0
2018-03-19,8589.0,0.2767654847679832,0.0463237705674153,Bear,-0.42,0.5694816984950057,0.12,46.0,0.7815969218742561,9.058237593766226,Bear,0.1,1.0,0.0
2018-03-20,8895.2,0.2868421348297381,0.0350294906228132,Bear,-0.26,0.3848801978858871,0.01,47.0,0.6008213881242914,9.09326708438904,Bear,0.1,1.0,0.0
2018-03-21,8888.0,0.2866091997178239,-0.0008097530695732,Bear,-0.28,0.2792170563446379,0.13,48.0,0.468192894591936,9.092457331319466,Bear,0.1,1.0,0.0
2018-03-22,8699.3,0.2804361219994646,-0.0214594896839663,Bear,-0.28,0.1993436871074665,0.08,49.0,0.6693121818456427,9.0709978416355,Bear,0.1,1.0,0.0
2018-03-23,8898.0,0.2869326697920029,0.022583969730487,Bear,-0.44,0.2902552938301599,0.18,50.0,0.5876184113105531,9.093581811365986,Bear,0.1,1.0,0.0
2018-03-24,8510.1,0.2741107619441254,-0.0445728389862907,Bear,-0.36,0.2459992133044839,0.18,51.0,0.5219506112869483,9.049008972379696,Bear,0.1,1.0,0.0
2018-03-25,8445.0,0.2719017649876214,-0.0076791431377944,Bear,-0.4,0.2395170337658887,0.18,52.0,0.7560608586042947,9.0413298292419,Bear,0.1,1.0,0.0
2018-03-26,8119.0,0.2605772186591109,-0.0393675563794548,Bear,-0.38,0.0913915749453528,0.25,53.0,0.7359249731245775,9.001962272862446,Bear,0.1,1.0,0.0
2018-03-27,7783.71121792,0.2484454375735851,-0.0421737491298213,Bear,-0.52,0.0983814156236795,-0.04,54.0,0.667089793673312,8.959788523732625,Bear,0.1,1.0,0.0
2018-03-28,7936.0,0.2540192107014563,0.0193761252320836,Bear,-0.52,0.3218054664207819,-0.06,55.0,0.7000553381686144,8.979164648964709,Bear,0.1,1.0,0.0
2018-03-29,7089.0,0.2215522256992086,-0.1128650831096909,Bear,-0.64,-0.0976175584646446,0.05,56.0,0.5355100259331165,8.866299565855018,Bear,0.1,1.0,0.0
2018-03-30,6838.0008925,0.2111823404216353,-0.0360488651351591,Bear,-0.76,0.2292037423577355,0.08,57.0,0.633985576139339,8.830250700719859,Bear,0.1,1.0,0.0
2018-03-31,6922.0,0.214694497691561,0.0122093234754316,Bear,-0.68,0.2892197142272685,0.08,58.0,0.6001273091200904,8.84246002419529,Bear,0.1,1.0,0.0
2018-04-01,6810.0,0.2100019768666112,-0.0163126250517322,Bear,-0.68,0.1539637903387716,0.08,59.0,0.5833580730693867,8.826147399143558,Bear,0.1,1.0,0.0
2018-04-02,7052.0,0.220046884516099,0.0349191443742036,Bear,-0.78,0.4391158522620011,0.04,60.0,0.5257973709958952,8.861066543517762,Bear,0.1,1.0,0.0
2018-04-03,7402.4,0.2339964754891847,0.0484930074170595,Bear,-0.56,0.5654569588825327,0.05,61.0,0.7382302553141216,8.909559550934821,Bear,0.1,1.0,0.0
2018-04-04,6785.4,0.208960964373166,-0.087031026829484,Bear,-0.56,-0.054888391068232,0.15,62.0,0.7880533286859794,8.822528524105337,Bear,0.1,1.0,0.0
2018-04-05,6760.1,0.2078863854057475,-0.003735562278333,Bear,-0.66,0.3134175873055616,-0.01,63.0,0.6334826296498363,8.818792961827004,Bear,0.1,1.0,0.0
2018-04-06,6610.0,0.2014272166168806,-0.0224540289812722,Bear,-0.62,0.1677095523568497,0.09,64.0,0.5923972239680837,8.796338932845732,Bear,0.1,1.0,0.0
2018-04-07,6890.5,0.213382444729576,0.0415599974694682,Bear,-0.6,0.410481368973504,0.09,65.0,0.5225722168654302,8.8378989303152,Bear,0.1,1.0,0.0
2018-04-08,7011.6,0.2183941678579417,0.0174222690331919,Bear,-0.66,0.3559882523642299,0.09,66.0,0.5998683311558752,8.855321199348392,Bear,0.1,1.0,0.0
2018-04-09,6761.2,0.2079331897955652,-0.03636553127237,Bear,-0.58,0.2150410802049644,0.17,67.0,0.6198254745879029,8.818955668076022,Bear,0.1,1.0,0.0
2018-04-10,6837.1,0.2111444390625658,0.011163276028892,Bear,-0.64,0.3494951075084567,0.18,68.0,0.644089280310487,8.830118944104914,Bear,0.1,1.0,0.0
2018-04-11,6939.83316483,0.2154346487186056,0.0149140694571237,Bear,-0.6,0.4494112431458075,0.18,69.0,0.8106284057370465,8.845033013562038,Bear,0.1,1.0,0.0
2018-04-12,7906.0,0.2529297185267869,0.1303442302945932,Bear,-0.64,0.7231798821374888,-0.03,70.0,0.6698650184469394,8.97537724385663,Bear,0.1,1.0,0.0
2018-04-13,7878.9,0.2519419840046004,-0.0034336646574715,Bear,-0.54,0.266321034070675,0.1,71.0,0.6338783449033583,8.97194357919916,Bear,0.1,1.0,0.0
2018-04-14,7998.2,0.2562650293149495,0.0150282161465167,Bear,-0.54,0.3212759025839111,0.1,72.0,0.7244214122916063,8.986971795345676,Bear,0.1,1.0,0.0
2018-04-15,8353.1,0.2687542193755212,0.0434162110852476,Bear,-0.54,0.4938220130085633,0.1,73.0,0.4831520857686789,9.030388006430924,Bear,0.1,1.0,0.0
2018-04-16,8056.1,0.2583399496302214,-0.0362031590013245,Bear,-0.54,0.2248904039246109,0.16,74.0,0.7469811663107114,8.9941848474296,Bear,0.1,1.0,0.0
2018-04-17,7887.5,0.2522558023325127,-0.0211503405801298,Bear,-0.48,0.236802506615507,0.07,75.0,0.7005850031589447,8.97303450684947,Bear,0.1,1.0,0.0
2018-04-18,8165.6,0.2622235693758066,0.0346509802398191,Bear,-0.52,0.5301699612477171,0.15,76.0,0.7597416905414042,9.007685487089288,Bear,0.1,1.0,0.0
2018-04-19,8270.1,0.2658815911611452,0.0127163927537701,Bear,-0.5,0.4534386590749253,0.0,77.0,0.4759835208174894,9.02040187984306,Bear,0.1,1.0,0.0
2018-04-20,8863.3,0.2858086663844945,0.0692725549064903,Bear,-0.48,0.575571299024987,-0.03,78.0,0.6165046390127374,9.089674434749549,Bear,0.1,1.0,0.0
2018-04-21,8910.2,0.2873268113459213,0.0052775321524958,Bear,-0.36,0.2047275053106692,-0.03,79.0,0.5342776347544268,9.094951966902045,Bear,0.1,1.0,0.0
2018-04-22,8791.4,0.2834656069796528,-0.0134227170053584,Bear,-0.38,0.2886130966696534,-0.03,80.0,0.6591909933620275,9.081529249896686,Bear,0.1,1.0,0.0
2018-04-23,8939.9,0.2882840683373944,0.0167504325259866,Bear,-0.44,0.4336911467354716,-0.04,81.0,0.5812865720485368,9.098279682422673,Bear,0.1,1.0,0.0
2018-04-24,9640.2,0.3099787963330636,0.0754174518546708,Bear,-0.42,0.5764131993745603,0.09,82.0,0.5859771854641417,9.173697134277344,Bear,0.1,1.0,0.0
2018-04-25,8849.8,0.2853701845273626,-0.085546995400783,Bear,0.28,-0.0972904159168117,-0.0,83.0,0.579343545993048,9.08815013887656,Bear,0.1,1.0,0.0
2018-04-26,9268.9,0.2986802578826935,0.0462698502907343,Bear,-0.06,0.5484784505972427,0.01,84.0,0.3932365979726429,9.134419989167297,Bear,0.1,1.0,0.0
2018-04-27,8918.0,0.287578520774252,-0.0385930039798729,Bear,0.1,0.1781380160619854,0.1,85.0,0.5307446848983249,9.095826985187422,Bear,0.1,1.0,0.0
2018-04-28,9339.5,0.3008630385683224,0.0461810114119352,Bear,0.08,0.5325391783135478,0.1,86.0,0.7779154839002302,9.142007996599355,Bear,0.1,1.0,0.0
2018-04-29,9398.5,0.3026745561882542,0.0062973844572926,Bear,0.22,0.4103115857108155,0.1,87.0,0.4200844672466827,9.14830538105665,Bear,0.1,1.0,0.0
2018-04-30,9236.1,0.2976604988533045,-0.0174303834429565,Bear,0.18,0.1272541564927634,0.01,88.0,0.634896073029411,9.130874997613692,Bear,0.1,1.0,0.0
2018-05-01,9061.8,0.2921799806581124,-0.0190519428133431,Bear,0.12,0.3029267823154968,-0.05,89.0,0.7760206714366593,9.11182305480035,Bear,0.1,1.0,0.0
2018-05-02,9235.0,0.2976262368875635,0.01893283783299,Bear,0.04,0.363531911720458,0.03,90.0,0.5332944832236064,9.13075589263334,Bear,0.1,1.0,0.0
2018-05-03,9759.0,0.3135021026273152,0.0551893225081201,Bear,0.1,0.4171933516444506,0.11,91.0,0.6847015900887167,9.18594521514146,Bear,0.1,1.0,0.0
2018-05-04,9701.1,0.3117903258590822,-0.0059506550176582,Bear,0.12,0.2502052913488708,0.1,92.0,0.598861500571538,9.179994560123802,Bear,0.1,1.0,0.0
2018-05-05,9859.2,0.3164405958314131,0.0161657482785457,Bear,0.26,0.3480755322276578,0.1,93.0,0.5458887257239171,9.196160308402348,Bear,0.1,1.0,0.0
2018-05-06,9658.6,0.3105273258464311,-0.0205563192350268,Bear,0.34,0.2086397167322895,0.1,94.0,0.5951161646465265,9.17560398916732,Bear,0.1,1.0,0.0
2018-05-07,9370.0,0.3018009253023437,-0.030335613934854,Bear,0.12,0.1652335223881538,0.08,95.0,0.5100472247409664,9.145268375232469,Bear,0.1,1.0,0.0
2018-05-08,9184.7,0.2960551548534793,-0.0199740400654828,Bear,0.24,0.2322598639770305,-0.0,96.0,0.3639095753396683,9.125294335166984,Bear,0.1,1.0,0.0
2018-05-09,9318.2,0.3002062372183562,0.0144304208128538,Bear,0.06,0.2588519425659858,0.11,97.0,0.4776591265545548,9.139724755979838,Bear,0.1,1.0,0.0
2018-05-10,9018.0,0.290786202390604,-0.0327468969988089,Bear,0.26,0.1100367708418796,0.19,98.0,0.6439082324006682,9.106977858981027,Bear,0.1,1.0,0.0
2018-05-11,8392.3,0.2701010211645664,-0.0719079612121085,Bear,-0.18,-0.0251749591089873,0.14,99.0,0.4428944119332545,9.03506989776892,Bear,0.1,1.0,0.0
2018-05-12,8456.9,0.2723068291821602,0.0076680574193286,Bear,-0.12,0.350620407711617,0.14,100.0,0.4179225685293659,9.04273795518825,Bear,0.1,1.0,0.0
2018-05-13,8683.5,0.2799131844546676,0.0264419969989191,Bear,-0.2,0.4368118877045506,0.14,101.0,0.4833295072455429,9.069179952187168,Bear,0.1,1.0,0.0
2018-05-14,8664.9,0.2792963536790416,-0.0021442907849564,Bear,-0.2,0.2580697265891365,0.1,102.0,0.7571528769885616,9.067035661402212,Bear,0.1,1.0,0.0
2018-05-15,8466.0,0.2726161997513752,-0.023222240321342,Bear,-0.2,0.1643301166631972,-0.16,103.0,0.6344285847416602,9.04381342108087,Bear,0.1,1.0,0.0
2018-05-16,8336.0,0.2681647303886696,-0.0154746570877222,Bear,-0.36,0.222053079004453,0.01,104.0,0.4894811454144513,9.028338763993148,Bear,0.1,1.0,0.0
2018-05-17,8048.8,0.2580791678728173,-0.0350604730153065,Bear,-0.38,0.1075241286217776,0.09,105.0,0.542992849415237,8.993278290977841,Bear,0.1,1.0,0.0
2018-05-18,8238.9,0.2647942979062039,0.0233438278687749,Bear,-0.26,0.3872408084815297,0.05,106.0,0.5067053528745677,9.016622118846616,Bear,0.1,1.0,0.0
2018-05-19,8231.0,0.2645183363961925,-0.0009593258739712,Bear,-0.38,0.2568054510513204,0.05,107.0,0.6442013052218968,9.015662792972645,Bear,0.1,1.0,0.0
2018-05-20,8522.5,0.2745296067796423,0.0348022110394126,Bear,-0.36,0.4176598612386728,0.05,108.0,0.6782543721237033,9.050465004012056,Bear,0.1,1.0,0.0
2018-05-21,8393.30566413,0.2701354901336619,-0.0152752816563648,Bear,-0.18,0.1963675238653883,0.1,109.0,0.524879072219111,9.035189722355693,Bear,0.1,1.0,0.0
2018-05-22,7976.9,0.2554979352444686,-0.0508845785642577,Bear,-0.4,0.0543256555150162,0.09,110.0,0.568763684801059,8.984305143791435,Bear,0.1,1.0,0.0
2018-05-23,7494.7,0.2375611335427327,-0.0623537607402813,Bear,-0.48,0.0093141218439536,-0.03,111.0,0.5760348743941185,8.921951383051153,Bear,0.1,1.0,0.0
2018-05-24,7572.9,0.2405470587168445,0.0103799811689349,Bear,-0.46,0.4033412996740722,0.17,112.0,0.6970763512065908,8.932331364220088,Bear,0.1,1.0,0.0
2018-05-25,7456.7,0.2360989057928408,-0.0154631281413273,Bear,-0.5,0.1839316437876377,-0.02,113.0,0.4978064668294102,8.916868236078761,Bear,0.1,1.0,0.0
2018-05-26,7327.7,0.2310788403557713,-0.0174512694274415,Bear,-0.54,0.2477246588646011,-0.02,114.0,0.6243337294675024,8.89941696665132,Bear,0.1,1.0,0.0
2018-05-27,7339.7,0.2315495364096143,0.0016362821873574,Bear,-0.62,0.2422602082798066,-0.02,115.0,0.5711988978973634,8.901053248838677,Bear,0.1,1.0,0.0
2018-05-28,7097.8,0.2219090961849055,-0.033513092980467,Bear,-0.56,0.0161751943116579,-0.02,116.0,0.3677850576627143,8.86754015585821,Bear,0.1,1.0,0.0
2018-05-29,7456.4,0.2360873322672816,0.0492878471368811,Bear,-0.68,0.5677262746734872,0.05,117.0,0.6035736087056419,8.916828002995091,Bear,0.1,1.0,0.0
2018-05-30,7375.1,0.2329336192569728,-0.0109632625569631,Bear,-0.24,0.1908608340993753,0.27,118.0,0.5764626516630731,8.905864740438128,Bear,0.1,1.0,0.0
2018-05-31,7485.8,0.2372193303625378,0.0148984311318169,Bear,-0.5,0.3594374524075008,0.06,119.0,0.5785529092974978,8.920763171569945,Bear,0.1,1.0,0.0
2018-06-01,7521.0,0.2385688142877451,0.0046912152564573,Bear,-0.52,0.3105641587211507,0.09,120.0,0.5798336180677406,8.925454386826402,Bear,0.1,1.0,0.0
2018-06-02,7638.0,0.2430093593648719,0.0154366809590591,Bear,-0.46,0.4088358708526043,0.09,121.0,0.6749364900637453,8.940891067785461,Bear,0.1,1.0,0.0
2018-06-03,7718.0,0.246006645211847,0.0104194743121031,Bear,-0.2,0.3571672191321273,0.09,122.0,0.5435570444036621,8.951310542097564,Bear,0.1,1.0,0.0
2018-06-04,7488.3,0.2373153835174277,-0.0302134606401178,Bear,-0.18,0.135803183129423,0.1,123.0,0.6301673885309022,8.921097081457447,Bear,0.1,1.0,0.0
2018-06-05,7621.6,0.2423910394763373,0.017644518935123,Bear,-0.48,0.3587270064624959,0.08,124.0,0.534508966309165,8.93874160039257,Bear,0.1,1.0,0.0
2018-06-06,7653.1,0.2435774932731509,0.0041244731031824,Bear,-0.16,0.2658213589984166,0.22,125.0,0.6731527954600707,8.942866073495752,Bear,0.1,1.0,0.0
2018-06-07,7688.9,0.2449199929407228,0.0046669358594506,Bear,-0.24,0.2782136398125185,0.14,126.0,0.5210513498034752,8.947533009355203,Bear,0.1,1.0,0.0
2018-06-08,7615.1,0.2421456054247786,-0.0096446121358013,Bear,-0.2,0.240695042677862,0.04,127.0,0.3897325339878237,8.937888397219401,Bear,0.1,1.0,0.0
2018-06-09,7496.8,0.2376417245453583,-0.0156568554097873,Bear,-0.22,0.2159897124034466,0.04,128.0,0.5400066232978601,8.922231541809614,Bear,0.1,1.0,0.0
2018-06-10,6749.9,0.207452017973416,-0.1049485728675936,Bear,-0.52,-0.1302152040461585,0.04,129.0,0.6608791490343235,8.81728296894202,Bear,0.1,1.0,0.0
2018-06-11,6873.3,0.2126634881376405,0.0181166502885368,Bear,-0.7,0.3440054246829547,0.12,130.0,0.5167838027803241,8.835399619230557,Bear,0.1,1.0,0.0
2018-06-12,6542.3,0.1984657751835987,-0.0493555546477306,Bear,-0.62,0.0460733024908732,0.06,131.0,0.6427121550202889,8.786044064582827,Bear,0.1,1.0,0.0
2018-06-13,6291.1,0.1872029918698321,-0.0391528494150819,Bear,-0.62,0.1417955365954311,0.07,132.0,0.5677130441789099,8.746891215167745,Bear,0.1,1.0,0.0
2018-06-14,6629.2,0.2022615740523536,0.0523481970816437,Bear,-0.66,0.512605735013171,-0.06,133.0,0.5409101149820164,8.799239412249388,Bear,0.1,1.0,0.0
2018-06-15,6381.8,0.1913206571919312,-0.0380339440407642,Bear,-0.48,0.1240118735563078,-0.06,134.0,0.5631028801106736,8.761205468208624,Bear,0.1,1.0,0.0
2018-06-16,6485.1,0.195939658414237,0.0160570486234927,Bear,-0.56,0.3149861099682773,-0.06,135.0,0.4305715202713138,8.777262516832117,Bear,0.1,1.0,0.0
2018-06-17,6435.7,0.1937400163749831,-0.0076466226092364,Bear,-0.54,0.2597742873698301,-0.06,136.0,0.4221101258807666,8.76961589422288,Bear,0.1,1.0,0.0
2018-06-18,6709.2,0.2057122470692265,0.0416191035977195,Bear,-0.46,0.3768520772268093,0.08,137.0,0.6218602903742667,8.8112349978206,Bear,0.1,1.0,0.0
2018-06-19,6734.7,0.2068035059177275,0.0037935466019316,Bear,-0.36,0.3230703987861727,0.03,138.0,0.5633937225064021,8.815028544422532,Bear,0.1,1.0,0.0
2018-06-20,6760.4,0.2078991509945962,0.0038087944615412,Bear,-0.32,0.2481371925282431,0.1,139.0,0.7317092015602229,8.818837338884073,Bear,0.1,1.0,0.0
2018-06-21,6713.4,0.2058922688306417,-0.0069765308423423,Bear,-0.26,0.246666164255964,0.06,140.0,0.7068134989296216,8.81186080804173,Bear,0.1,1.0,0.0
2018-06-22,6042.4,0.1756002489227235,-0.1053042450424932,Bear,-0.44,-0.1003949150622539,0.15,141.0,0.5597412531328989,8.706556562999237,Bear,0.1,1.0,0.0
2018-06-23,6151.9,0.180766568505172,0.0179596931776675,Bear,-0.66,0.3037173237596389,0.15,142.0,0.5568187888320947,8.724516256176905,Bear,0.1,1.0,0.0
2018-06-24,6147.77370907,0.1805735590337098,-0.0006709594388283,Bear,-0.7,0.1826576496556611,0.15,143.0,0.4765048899441787,8.723845296738077,Bear,0.1,1.0,0.0
2018-06-25,6246.5,0.1851563840414325,0.0159312891338068,Bear,-0.68,0.347728180038142,0.11,144.0,0.5488599176409257,8.739776585871883,Bear,0.1,1.0,0.0
2018-06-26,6073.4,0.1770723000570084,-0.028102726837881,Bear,-0.58,0.09810449519447,0.05,145.0,0.69602559173234,8.711673859034002,Bear,0.1,1.0,0.0
2018-06-27,6133.0,0.179881447043007,0.0097654465919809,Bear,-0.64,0.3574782950189514,-0.04,146.0,0.373821355358399,8.721439305625983,Bear,0.1,1.0,0.0
2018-06-28,5848.0,0.1661932553709699,-0.0475843041963681,Bear,-0.6,0.0958647543393627,0.07,147.0,0.525143069426509,8.673855001429615,Bear,0.1,1.0,0.0
2018-06-29,6208.1,0.1833825410889509,0.0597551685511259,Bear,-0.68,0.4369004079329859,0.21,148.0,0.5705226259740515,8.733610169980741,Bear,0.1,1.0,0.0
2018-06-30,6391.5,0.1917575561970341,0.0291140916273349,Bear,-0.56,0.4172202209532767,0.21,149.0,0.6035111318335534,8.762724261608076,Bear,0.1,1.0,0.0
2018-07-01,6349.6,0.1898655567089004,-0.0065771638314107,Bear,-0.46,0.2878704205830289,0.21,150.0,0.4810895716384208,8.756147097776665,Bear,0.1,1.0,0.0
2018-07-02,6617.6,0.201757772534985,0.0413409476573356,Bear,-0.46,0.4878308412802585,-0.05,151.0,0.624706214315702,8.797488045434001,Bear,0.1,1.0,0.0
2018-07-03,6499.9,0.1965953993556453,-0.017945974284002,Bear,-0.38,0.2086795836145321,0.18,152.0,0.5481682369782911,8.779542071149999,Bear,0.1,1.0,0.0
2018-07-04,6589.9,0.2005511480416988,0.0137513817245906,Bear,-0.34,0.3417740224775729,0.18,153.0,0.7110649320772009,8.79329345287459,Bear,0.1,1.0,0.0
